after_super_class,bad_match_reason,candidates_after_super_class_guards,candidates_total,is_bad_match,match_percent,price,reason_code,ref_super_class,reference_name,rejected_by_anchor,rejected_by_forbidden,selected_name,selected_super_class,status
,,380,,False,36,44.76,,dairy.сыр,Продукт белковый с ЗМЖ Моцарелла Пицца CooKING 45% 2.6кг ХОРЕКА ВетИС,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Сырные монетки с халапеньо (50шт х20г) пакет 1кг,,,,,not_found
,,12,,False,100,108.0,,meat.beef,"Говядина щека, с/м (ок. 3кг), Весовой ВетИС",0,1,Суповой набор из говядины вес,meat.beef,ok
,,55,,False,100,152.84,,meat.kolbasa,"Колбаски ""Гриль"" говяжьи ""Халяль"" Рамай зам. б/о в/уп. 560г ВетИС",0,0,"Колбаса с/в п/с Salame Classico Reserva (Салями Классико Резерва) Solemici МГС серв.нарезка (0,070 к",meat.kolbasa,ok
,,51,,False,75,260.71,,beverages.coffee,Кофе Жардин Крема зерно жар.в/с ХРК кф1кг. (6 шт),0,0,ПРИПРАВА для кофе Солёная Карамель 65 гр. KOTANYI,beverages.coffee,ok
,,113,,False,55,23.5,,beverages.water,"Напиток чайный Яблоко-Имбирь (арт. 668), 300шт х2г",0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,113,,False,50,23.5,,beverages.water,"Чайный напиток «Пылающий Глинтвейн» TEATONE в стиках, (арт. 1050) 15шт х2г",0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,173,,False,87,22.0,,vegetables.картофель,"Картофельные стрипсы с луком и перцем WE FRY Special (FMB21) 2,5кг",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,173,,False,90,22.0,,vegetables.картофель,Картофельные дольки с кожурой (W12) 2.5кг,0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Горошек замороженный пакет 1кг,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Кукуруза зерно замороженная ""Ронго"" пакет 2кг",,,,,not_found
,,380,,False,36,44.76,,dairy.сыр,Сырники творожные классические 70г ВетИС (50 шт),0,22,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,6,,False,100,199.14,,meat.chicken,"Курица печень с/м, ""Павловская ПФ"", пакет ВЕСОВОЙ ВетИС",12,0,"Печень ЦБ п/ф с/м пакет ~0,7- 0,9 кг ~12 кг/кор. ГОСТ 31657-2012 Павловская ПФ",other,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Крабовые палочки ""Краб Ок"" VICI, пачка 200г ВетИС",,,,,not_found
,,159,,False,100,283.32,,seafood.shrimp,"Креветки ваннамей во льду б/г, с/м, 16/20 1,8кг ВетИС",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Филе щуки н/к с/м ГОСТ 10кг ВетИС,,,,,not_found
,,468,,False,51,1.58,,condiments.sauce,"Маринад Тайский чили ""Гурмикс"" 5кг",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,112,,False,54,39.05,,pasta,"Паста ""ТOM KHA"" ""AROY-D"" пл/б 400г",0,0,СПАГЕТТИ №003 400 гр. Америа,pasta,ok
,,468,,False,100,1.58,,condiments.sauce,"Соус соевый темный супериор PRB пл/канистра 1,8л",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,468,,False,100,1.58,,condiments.sauce,"Соус томатный ""Барбекю"" ТМ Пикантье пл/бут 1кг",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,41,,False,100,35.38,,condiments.mustard,"Горчица Дижонская ""UNI DAN"" ст/б 270г",0,0,Горчица русская 170 гр ст/б (18) Uni Dan,condiments.mustard,ok
,,139,,False,77,75.0,,canned.говядина.тушеная,"Вырезка из лопатки, ТМ Праймфудс",0,0,Доширак лапша говядина 90гр,canned.говядина.тушеная,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Ребра для гриля ТМ Праймфудс,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Боковая ч. т/б отруба Экстра ТМ Праймфудс,,,,,not_found
,,176,,False,34,63.6,,staples.рис,Рис DAS Селла басмати Экстра (длиннозерн. пропарен.) м/у пакет 1кг ФГИС,0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,112,,False,60,39.05,,pasta,Мак.изд. Шебекинские № 002 Спагетти тонкие 450г,0,0,СПАГЕТТИ №003 400 гр. Америа,pasta,ok
,,19,,False,100,690.5,,oils.frying,Масло подсолн. фритюрное Санни Голд раф.дезод. пл/бут.5л,0,0,"МАСЛО фритюрное 5 л, ПЕЧАГИН ПРОФИ, РОССИЯ",other,ok
,,86,,False,100,213.5,,condiments.seasoning,"Приправа ""Заправка для борща"" 1,5кг Dinner service",0,0,ПРИПРАВА хмели-сунели банка 400 гр. SpicеExpert,condiments.seasoning,ok
,,107,,False,100,93.05,,condiments.spice,Кориандр молотый пл/бан. 460г,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,107,,False,100,93.05,,condiments.spice,"Паприка копченая молотая, пл/банка, 625г",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,86,,False,100,213.5,,condiments.seasoning,"Приправа для плова KOTANYI, п/б 615г",0,0,ПРИПРАВА хмели-сунели банка 400 гр. SpicеExpert,condiments.seasoning,ok
,,86,,False,100,213.5,,condiments.seasoning,"Томатная приправа, Томатино KOTANYI, п/б 155г",0,0,ПРИПРАВА хмели-сунели банка 400 гр. SpicеExpert,condiments.seasoning,ok
,,57,,False,51,0.23,,staples.соль,Соль экстра фасованная 1кг,0,0,СОЛЬ порционная в стиках 1гр 3000шт/кр CEA,staples.соль,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Лук сушеный молотый, пакет 1кг",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Мёд натуральный цветочный, ведро 1кг ВетИС",,,,,not_found
,,19,,False,33,67.392,,staples.flakes,Хлопья 4 злака Макфа 400г ФГИС,0,0,Хлопья 4 злака Макфа 400г ФГИС,staples.flakes,ok
,,77,,False,81,17.5,,bakery.buns,Булочка для гамбургеров 100мм (1462) 52гх48шт кор.,0,0,"БУЛОЧКА для гамбургера с кунжутом D100 мм 52 г, BAGERSTAT, РОССИЯ",bakery.buns,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,oils.sesame,Булочка для датского хот-дога с кунжутом ( 3256 ) 60г (36 шт),0,0,,,not_found
,,90,,False,42,73.2,,beverages.tea,Мини круассан ГКВ (арт. 19C06) 25г. (160 шт),0,0,ЛИПТОН Чай зеленый 0.5 л. ПЭТ,beverages.tea,ok
,,26,,False,81,89.01,,bakery.dough.puff,Тесто слоеное дрожжевое (пром) (5567) 500г.  (20 шт),0,0,"Тесто слоеное б/дрожжевое ""ЗВЕЗДНОЕ"" (0,500 кг/0,495 кг)",bakery.dough.puff,ok
,,47,,False,33,13.5,,staples.мука.пшеничная,"Тортилья пшеничная «Черёмушки» 12' (5695) 83г, пакет 12шт.  (6 шт)",0,0,"ТОРТИЛЬЯ пшеничная замороженная 12 дюйм 18 шт/1620 г, MISSION, ВЕЛИКОБРИТАНИЯ",staples.мука.пшеничная,ok
,,61,,False,75,23.23,,bakery.bread,Хлеб Гречишный 200г (16шт),0,0,Дрожжи свежие хлебопекарные прессованные Люкс экстра 100 гр (20) Саф-Нева,bakery.bread,ok
,,60,,False,81,23.23,,bakery.bread,Хлеб Зерновой (3016) 350г (80шт),0,0,Дрожжи свежие хлебопекарные прессованные Люкс экстра 100 гр (20) Саф-Нева,bakery.bread,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Бекон с/к в/у нарезка ТМ ""Мясницкий Ряд"" 500г ВетИС",,,,,not_found
,,46,,False,30,127.0,,condiments.mayonnaise,"Глазурь ""Армони нейтральная"" пл/ведро 12.5кг",0,0,Майонез Слобода пакет 67% 400мл,condiments.mayonnaise,ok
,,41,,False,52,90.5,,fruits.манго,Японский десерт зам. Моти Манго-Маракуйя 75г. (8 шт),0,0,"ПИРОЖНОЕ дайфукумоти манго-маракуйя 6 шт х40 г, РОССИЯ",fruits.манго,ok
,,42,,False,50,90.5,,fruits.манго,Чизкейк с Вишней (17071) 90г (12 шт),0,0,"ПИРОЖНОЕ дайфукумоти манго-маракуйя 6 шт х40 г, РОССИЯ",fruits.манго,ok
,,44,,False,36,120.0,,fruits.малина,Пирожное Макарон «Малина» 15г (12 шт),0,0,Джем Махеевъ малина 300г/16шт,fruits.малина,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Пирожное ""Эклер  глазированный"" (с сырным кремом)"" 10шт 600г",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Торт бисквитный ""Красный бархат"" зам.кор. 1,5 кг",,,,,not_found
,,380,,False,50,44.76,,dairy.сыр,"Наполеон с клубнично-земляничной начинкой (17101), 1,2кг",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,37,,False,32,60.63,,condiments.topping,Тарт соленая карамель (1717) 85г (12 шт),0,0,"Топпинг маракуйя (1,000 кг) Barinoff",condiments.topping,ok
,,28,,False,66,86.0,,vegetables.mushrooms,Опята отборные ж/б 3100мл,0,0,Грибное ассорти маринов. 170гр,vegetables.mushrooms,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Слива вяленая ""Gustoria"" ст/бан 210мл",,,,,not_found
,,78,,False,100,88.78,,canned.томаты.консервированные,"Томаты целые ""ISKA"" очищенные ж/б 2650мл",0,0,"Мелконарезанные томаты ""Мутти"" ж/б (0,210 кг) упак. .",canned.томаты.консервированные,ok
,,43,,False,55,85.904,,canned.маслины,Маслины черные б/к Sunfeel ж/б 300мл,0,0,Маслины черные б/к Sunfeel ж/б 300мл,canned.маслины,ok
,,153,,False,30,0.65,,staples.сахар,Пюре Лесные Ягоды пл/бут 1кг (6 шт),0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,113,,False,86,23.5,,beverages.water,Напиток из растительного сырья миндальный Barista Planto т/пак 1л,0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,380,,False,36,44.76,,dairy.сыр,Продукт белковый с ЗМЖ Моцарелла Пицца CooKING 45% 2.6кг ХОРЕКА ВетИС,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Сырные монетки с халапеньо (50шт х20г) пакет 1кг,,,,,not_found
,,12,,False,100,108.0,,meat.beef,"Говядина щека, с/м (ок. 3кг), Весовой ВетИС",0,1,Суповой набор из говядины вес,meat.beef,ok
,,55,,False,100,152.84,,meat.kolbasa,"Колбаски ""Гриль"" говяжьи ""Халяль"" Рамай зам. б/о в/уп. 560г ВетИС",0,0,"Колбаса с/в п/с Salame Classico Reserva (Салями Классико Резерва) Solemici МГС серв.нарезка (0,070 к",meat.kolbasa,ok
,,51,,False,75,260.71,,beverages.coffee,Кофе Жардин Крема зерно жар.в/с ХРК кф1кг. (6 шт),0,0,ПРИПРАВА для кофе Солёная Карамель 65 гр. KOTANYI,beverages.coffee,ok
,,113,,False,55,23.5,,beverages.water,"Напиток чайный Яблоко-Имбирь (арт. 668), 300шт х2г",0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,113,,False,50,23.5,,beverages.water,"Чайный напиток «Пылающий Глинтвейн» TEATONE в стиках, (арт. 1050) 15шт х2г",0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,173,,False,87,22.0,,vegetables.картофель,"Картофельные стрипсы с луком и перцем WE FRY Special (FMB21) 2,5кг",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,173,,False,90,22.0,,vegetables.картофель,Картофельные дольки с кожурой (W12) 2.5кг,0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Горошек замороженный пакет 1кг,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Кукуруза зерно замороженная ""Ронго"" пакет 2кг",,,,,not_found
,,380,,False,36,44.76,,dairy.сыр,Сырники творожные классические 70г ВетИС (50 шт),0,22,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,6,,False,100,199.14,,meat.chicken,"Курица печень с/м, ""Павловская ПФ"", пакет ВЕСОВОЙ ВетИС",12,0,"Печень ЦБ п/ф с/м пакет ~0,7- 0,9 кг ~12 кг/кор. ГОСТ 31657-2012 Павловская ПФ",other,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Крабовые палочки ""Краб Ок"" VICI, пачка 200г ВетИС",,,,,not_found
,,159,,False,100,283.32,,seafood.shrimp,"Креветки ваннамей во льду б/г, с/м, 16/20 1,8кг ВетИС",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Филе щуки н/к с/м ГОСТ 10кг ВетИС,,,,,not_found
,,468,,False,51,1.58,,condiments.sauce,"Маринад Тайский чили ""Гурмикс"" 5кг",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,112,,False,54,39.05,,pasta,"Паста ""ТOM KHA"" ""AROY-D"" пл/б 400г",0,0,СПАГЕТТИ №003 400 гр. Америа,pasta,ok
,,468,,False,100,1.58,,condiments.sauce,"Соус соевый темный супериор PRB пл/канистра 1,8л",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,468,,False,100,1.58,,condiments.sauce,"Соус томатный ""Барбекю"" ТМ Пикантье пл/бут 1кг",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,41,,False,100,35.38,,condiments.mustard,"Горчица Дижонская ""UNI DAN"" ст/б 270г",0,0,Горчица русская 170 гр ст/б (18) Uni Dan,condiments.mustard,ok
,,12,,False,100,108.0,,meat.beef,Говядина грудинка Для Запекания из мрам. гов. (Plate Meat) б/к с/м в/у 3-5 кг ~20 кг/кор. Праймбиф,0,1,Суповой набор из говядины вес,meat.beef,ok
,,12,,False,100,108.0,,meat.beef,Говядина лопатка б/к с/м в/у ~9 кг ~20 кг/кор. ГОСТ 31797-2012 МГК,0,1,Суповой набор из говядины вес,meat.beef,ok
,,12,,False,100,108.0,,meat.beef,"Говядина Рибай (толстый филей, фермерский бычок) б/к с/м в/у ~5 кг ~20 кг/кор. Мираторг",0,1,Суповой набор из говядины вес,meat.beef,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Говяжий язык с/м инд. уп. ~1 кг ~22 кг/кор. №2979 Friboi BR,,,,,not_found
,,56,,False,75,152.84,,meat.kolbasa,Говяжьи щеки зачищенные с/м в/у ~2 кг ~17 кг/кор. ВВВ,0,0,"Колбаса с/в п/с Salame Classico Reserva (Салями Классико Резерва) Solemici МГС серв.нарезка (0,070 к",meat.kolbasa,ok
,,12,,False,100,161.74,,meat.pork,Свинина вырезка с/м инд. уп. ~3 кг ~17 кг/кор. Тамбовский бекон,0,0,"Колбаса с/в п/с из свинины Segreti d’Artigiano Фуэт Экстра в пряных травах кат А (0,110 кг)",meat.pork,ok
,,12,,False,100,161.74,,meat.pork,Свинина ребра Лента с/м инд. уп. ~1.6 кг ~20 кг/кор. ГОСТ 16147-88 Мясторг,0,0,"Колбаса с/в п/с из свинины Segreti d’Artigiano Фуэт Экстра в пряных травах кат А (0,110 кг)",meat.pork,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Бедро ЦБ на кости с кожей п/ф с/м без хребта на подложке ~700 гр ~8 кг/кор. ГОСТ Элинар,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Грудка ЦБ филе без кожи п/ф с/м на подложке ~0,8 кг ~12 кг/кор. Павловская ПФ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Окорок ЦБ на кости с кожей с/м на подл. 0,6-1,2 кг ~8 кг/кор. ГОСТ 31962-2013 Октябрьская (Гринко)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ЦБ тушка 1 сорт с/м инд. уп. ~1,8 кг*7 шт/кор. ~13 кг/кор. ГОСТ 31962-2013 Приосколье",,,,,not_found
,,27,,False,100,113.09,,meat.turkey,Индейка филе грудки с/м монолит 15-17 кг/кор. Halal Казахстан,0,0,"Паштет из индейки (0,100 кг) Setra",meat.turkey,ok
,,24,,False,100,288.0,,meat.duck,Утка филе грудки с кожей с/м инд. уп. ~170 гр ~10 кг/кор. Китай,0,0,"Утка тушка б/п 1,6-2,2кг с/м,""Озерка""",meat.duck,ok
,,52,,False,33,92.32,,canned.курица.консервированная,Кролик печень с/м в/у ~700 гр ~7 кг/кор. Мазайцево,0,0,КУРИЦА набор суповой с/м вес 13 кг. Черкизово,canned.курица.консервированная,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Бекон нарезка с/к в/у 500 гр (5) (70978) Велком,,,,,not_found
,,28,,False,47,147.0,,beverages.вино,"Окорок свиной в/к Охтинский в/у ~1,5 кг ~11 кг/кор. Ломоносовский МК",0,0,"Уксус виноградный Золотой налив 6%, 0.5 л",beverages.вино,ok
,,29,,False,66,147.0,,beverages.вино,"Сало (шпик) соленое в/у 4 см+ 1,5-2,5 кг МегаМит",0,0,"Уксус виноградный Золотой налив 6%, 0.5 л",beverages.вино,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Шейка (коппа) с/в нарезка 100 гр Alto Concetto,,,,,not_found
,,55,,False,100,152.84,,meat.kolbasa,Колбаса с/в со вкусом груши и горгонзолы з/с 200 гр (6) Дымов,0,0,"Колбаса с/в п/с Salame Classico Reserva (Салями Классико Резерва) Solemici МГС серв.нарезка (0,070 к",meat.kolbasa,ok
,,2,,False,100,397.2,,meat.ham,Ветчина свиная Дмитровская кат.В ц/ф ~2 кг ~4 кг/кор. Знаменский СГЦ,0,0,Ветчина свиная Карельская кат.В ц/ф ~2 кг ~4 кг/кор. Знаменский СГЦ,other,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,meat.sausage,Сосиски куриные Классические (Славянские) м/у ~1 кг Мит Стар,0,0,,,not_found
,,56,,False,100,152.84,,meat.kolbasa,Колбаски зам. из курицы с сушеными томатами н/о п/э пакет ~1 кг/уп (1 шт ~100 гр) ~4 кг/кор. АМТ,0,0,"Колбаса с/в п/с Salame Classico Reserva (Салями Классико Резерва) Solemici МГС серв.нарезка (0,070 к",meat.kolbasa,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Наггетсы куриные Классические с/м п/ф пакет 1,115 кг (15) Компас Фудс ЧМПЗ Черкизово",,,,,not_found
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,seafood.seabream,Дорадо мороженая непотрошеная с/г с/м 400-600 гр ~5 кг/кор. Турция,0,0,,,not_found
,,5,,False,100,906.5,,seafood.seabass,Сибас целый непотрошеный с/г 5% инд. зам. 400-600 гр ~5 кг/кор. Турция,0,0,"СИБАСС свежемороженый с головой 300-400 г, ТУРЦИЯ (-C-)",seafood.seabass,ok
,,26,,False,100,180.88,,seafood.trout,"Форель тушка б/г потрошеная 5% с/м 1,8-2,7 кг ~20 кг/кор. Турция",0,0,Суповой набор рыбный с/м (форель) ~1 кг ~9 кг/кор. ВРК,seafood.trout,ok
,,16,,False,100,226.22,,seafood.pollock,"Минтай филе н/к с/м 110+ 5% 12,6 кг/кор. ГОСТ 3948-2016 Экор",0,0,МИНТАЙ рыбные порции филе в панировке с/м 300 гр. VICI,seafood.pollock,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Тилапия филе б/ш с/м 5% 5-7 унц. ~10 кг/кор. Китай,,,,,not_found
,,26,,False,100,180.88,,seafood.trout,"Форель филе н/ш охл в/у Трим С 5% 1-1,4 кг (3/4) ~11 кг/кор. ВРК",0,0,Суповой набор рыбный с/м (форель) ~1 кг ~9 кг/кор. ВРК,seafood.trout,ok
,,36,,False,100,301.0,,seafood.squid,Кальмар тушка Командорский без кожи 8% с/м 1 кг (21) Океанрыбфлот,0,0,"КАЛЬМАР кольца свежемороженый в панировке 500 г, РОССИЯ",seafood.squid,ok
,,159,,False,100,283.32,,seafood.shrimp,Креветки аргентинские (Лангустины) дикие б/г с/м C1 30/50 2 кг (6) Аргентина,0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,Креветки Ванамей очищ. с/хв с/м инд. зам. (б/пищ.тракта) 21/25 7% 1 кг (10) Индия,0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,seafood.mussels,Мидии мясо в/м 200/300 8% 1 кг 10 кг/кор. Don Kreveton Китай,0,0,,,not_found
,,5,,False,100,826.0,,seafood.caviar,Икра лососевая зернистая (горбуша) 500 гр ст/б (9) Красное Золото,0,0,Икра лососевая зернистая (горбуша) ст/б 90 гр (120) Камчатка,other,ok
,,10,,False,100,1600.0,,seafood.salmon,"Лосось филе холодного копчения с/м трим. PR на золотистой подложке в/у 1,7+ кг ~11 кг/кор. Анфиш",0,0,"СЕМГА свежемороженая филе Trim D 1,5-2,0 кг вакуумная упаковка, СAMANCHACA, ЧИЛИ",seafood.salmon,ok
,,8,,False,60,150.73,,seafood.anchovy,Килька пряного посола пл/б 400 гр (8) Балтийский Берег,0,0,Анчоусы (килька в масле) ст/б 145 гр (6) Балтийский Берег,seafood.anchovy,ok
,,11,,False,100,304.84,,seafood.herring,"Сельдь филе с/с в масле 3 кг (сух. вес сельди - 2,75 кг) ВРК",0,0,"Филе сельди деликатесное ""Матиас"" оригинал (0,500 кг/0,526 кг) кор. .",other,ok
,,106,,False,65,90.19,,dairy.сливки,Крем на растительном масле взбитый ультрапаст-й 24% (сливки) баллончик 250 гр (12) HuLaLa,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
,,112,,False,81,59.0,,dairy.молоко,"Молоко ультрапаст-е безлактозное Комфорт 3,5% 1 л (12) Пармалат",0,0,"МОЛОКО 3,2% 925 мл, ЭТО ХОРОШО, РОССИЯ (-C-)",dairy.молоко,ok
,,106,,False,68,90.19,,dairy.сливки,Сливки ультрапаст-е 22% 1 л (12) ГОСТ Свежее завтра Professional,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
,,54,,False,33,0.77,,disposables.containers,"Йогурт питьевой персик 2,5% 500 гр ГОСТ (6) Галактика",0,0,"РАЗМЕШИВАТЕЛЬ деревянный в индивидуальной бумажной упаковке 178*6*1,3 мм 1 блок/250 шт.",disposables.containers,ok
,,107,,False,37,90.19,,dairy.сливки,Сметана 20% 500 гр (12) ГОСТ Свежее Завтра Professional,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
,,15,,False,44,61.23,,dairy.сырок.творожный,Сырок творож глазир с какао 26% 50 гр (12) Свитлогорье (3050),0,0,Сырок творож глазир с ванилью 26% 50 гр (12) Свитлогорье (3562),dairy.сырок.творожный,ok
,,78,,False,38,253.8,,staples.масло.оливковое,"Масло сладкосливочное несоленое 82,5% блок 5 кг ГОСТ Zealandia professional",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,113,,False,44,59.0,,dairy.молоко,"Молоко сгущенное с сахаром 8,5% ведро 4 кг ГОСТ Рудня",0,0,"МОЛОКО 3,2% 925 мл, ЭТО ХОРОШО, РОССИЯ (-C-)",dairy.молоко,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Мороженое пломбир с клубникой 12% 1 кг Чистая линия,,,,,not_found
,,379,,False,91,44.76,,dairy.сыр,Сыр Гауда 45% брус ~5 кг Навруз,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,81,44.76,,dairy.сыр,Сыр Моцарелла в рассоле (шар) 45% 125 гр (6) Гальбани,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,92,44.76,,dairy.сыр,"Сыр с голубой плесенью 55% ~2,5 кг ММЗ№1 РБ",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,93,44.76,,dairy.сыр,"Сыр твердый Пармезан 48% 12 мес ~1,5 кг Парменте (5023)",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,90,44.76,,dairy.сыр,Сыр Фетакса б/рассола 45% 200 гр (8) Hochland - спец,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,34,44.76,,dairy.сыр,Сырный продукт полутвердый Гауда 50% ~4 кг Ферма Босконе (Молочные горки),0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,35,,False,68,7.02,,dairy.яйцо.куриное,Яйцо куриное мытое 1 кат 1 шт (90) ТМ Праксис ЗАО ПХ Нерехтское,0,0,ЯЙЦО перепелиное 1 уп/20 шт. Птицефабрика Солигорская,dairy.яйцо.куриное,ok
,,173,,False,78,22.0,,vegetables.картофель,"Картофель фри 9*9 мм в панировке c кожурой 2,5 кг (5) Fry me",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,44,,False,73,30.0,,vegetables.капуста,Брокколи с/м,0,0,Капуста белокочанная,vegetables.капуста,ok
,,107,,False,100,93.05,,condiments.spice,Перец красный кубик с/м,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,95,,False,33,0.33,,canned.перец.консервированный,Шпинат листовой резаный с/м,0,0,"ПЕРЕЦ черный молотый порционный в стиках 0,3гр 3000шт/кр CEA",canned.перец.консервированный,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Шампиньоны резаные с/м,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Жимолость с/м,,,,,not_found
,,44,,False,39,120.0,,fruits.малина,"Малина Экстра с/м 2,5 кг (4)",0,0,Джем Махеевъ малина 300г/16шт,fruits.малина,ok
