id,name_raw,super_class,product_core_id,core_conf,brand_id,pack_base_qty,unit_type,issue_codes
025dab34-977f-4100-bd98-082485d4e891,Багет пражский с солодом и кориандром (зам) 250 гр*30 шт/кор. Европейский Хлеб,bakery.baguette,bakery.baguette,0.5,,250.0,WEIGHT,NO_BRAND
16d65244-df1e-44d6-91e9-96236ad42f9c,Багет французский (зам) 230 гр*30 шт/кор. Европейский Хлеб,bakery.baguette,bakery.baguette,0.5,,230.0,WEIGHT,NO_BRAND
6cd564b2-c6d7-4303-aec4-97cc8184cd0b,Брецель дог с кунжутом в инд.упаковке (зам) 160 гр*35 шт/кор. Рамай,oils.sesame,oils.sesame,0.5,,160.0,WEIGHT,NO_BRAND
2628a723-42b9-4210-8dd2-1a79582dfb82,Булочка мультизлаковая (зам) 40 гр*80 шт/кор. Европейский Хлеб,bakery.bread,bakery.bread,0.5,,40.0,WEIGHT,NO_BRAND
3c34f992-07d3-4ca3-aa5d-c15e9f832b7a,Булочка пражская с солодом и кориандром (зам) 40 гр*80 шт/кор. Европейский Хлеб,condiments.spice,condiments.coriander,0.9,,40.0,WEIGHT,NO_BRAND
712e3248-3de6-4af5-8a45-f7d83c0cef48,Булочка французская (зам) 40 гр*80 шт/кор. Европейский Хлеб,bakery.bread,bakery.bread,0.5,,40.0,WEIGHT,NO_BRAND
2d4afd61-74f6-4046-86ff-9c7fb92fa148,Булочки для френч-дога (зам) 60 гр*40 шт/кор. Багерстат,bakery.buns,bakery.buns,0.5,,60.0,WEIGHT,NO_BRAND
ac125139-4054-410d-b4c1-93a1d1b17bad,Булочки для гамбургера с кунжутом (зам) 100 мм 52 гр*48 шт/кор. Багерстат,oils.sesame,oils.sesame,0.5,,52.0,WEIGHT,NO_BRAND
f372cd32-df55-42cb-80ab-d78da979f533,Булочки для гамбургера Бриошь (зам) 125 мм 84 гр*24 шт/кор. Багерстат,bakery.buns,bakery.buns,0.5,,84.0,WEIGHT,NO_BRAND
93d75ed3-9eb2-4d3f-a036-75c4a176227f,Булочки для гамбургера с кунжутом (зам) 125 мм 82 гр*24 шт/кор. Багерстат,oils.sesame,oils.sesame,0.5,,82.0,WEIGHT,NO_BRAND
a0d5ea73-6722-4c58-b61e-2fb9a7754198,Булочки для хот-дога с кунжутом (зам) 170 мм 60 гр*36 шт/кор. Багерстат,oils.sesame,oils.sesame,0.5,,60.0,WEIGHT,NO_BRAND
ba6772d6-ad85-4ce4-b7a4-f585b75ef368,Гипфель мини с грушей (зам) 40 гр*60 шт/кор. Яркий вкус,dairy.сыр,dairy.сыр,0.3,,40.0,WEIGHT,NO_BRAND
6e83a2c8-ac93-41ad-a507-84ee947359c2,Гипфель мини с клубникой (зам) 40 гр*60 шт/кор. Яркий вкус,dairy.сыр,dairy.сыр,0.3,,40.0,WEIGHT,NO_BRAND
fb64aabe-2038-447e-8741-38edd1043cdf,Гипфель мини с кремом (зам) 40 гр*60 шт/кор. Яркий вкус,dairy.сыр,dairy.сыр,0.3,,40.0,WEIGHT,NO_BRAND
554f092d-f2c1-4470-8256-54c6412960d2,Круассан (зам) 30 гр*120 шт/кор. Еврохлеб,bakery.croissant,bakery.croissant,0.5,,30.0,WEIGHT,NO_BRAND
26052a8b-4e0a-4f01-bb0c-109b9adfbc4a,Мини слойка ветчина-сыр (зам) 45 гр*60 шт/кор. Яркий вкус,meat.ham,meat.ham,0.5,,45.0,WEIGHT,NO_BRAND
6a43d81d-35e2-44f2-8be6-939cd647020b,Основа для римской пиццы 20*30 см (зам) 200 гр*20 шт/кор. GIOS,dairy.сыр,dairy.сыр,0.3,,200.0,WEIGHT,NO_BRAND
8d2c2e5b-4b63-47a6-9355-7affc31bda0d,Тесто слоеное б/дрожжевое в пластах 1 кг п/э (8) Морозко,bakery.dough.puff,bakery.dough.puff,0.5,,1000.0,WEIGHT,NO_BRAND
551f92eb-0a9e-48ff-873c-8b0339e36161,Тесто слоеное дрожжевое в пластах 1 кг п/э (8) Морозко,bakery.dough.puff,bakery.dough.puff,0.5,,1000.0,WEIGHT,NO_BRAND
5c71208e-121d-4eb4-96cb-65fef7bf1c3c,Тесто для пельменей с/м 500 гр (8) Рамай,prepared_food.dumpling,prepared_food.dumpling,0.5,,500.0,WEIGHT,NO_BRAND
f37b80e7-0ba0-4d48-8147-4769b59f147a,Тесто катаифи 450 гр карт/уп. (8) Bontier,bakery.dough,bakery.dough,0.5,,450.0,WEIGHT,NO_BRAND
3bcf48ff-2ada-4051-97d6-0c7802b01e05,Тесто фило 500 гр карт/уп. (9) Bontier,bakery.dough,bakery.dough,0.5,,500.0,WEIGHT,NO_BRAND
b09fbd28-d18c-4ef8-80f1-b26fdc67fafc,Хлеб Чиабатта светлая (зам) 265 гр*15 шт/кор. Европейский Хлеб,bakery.bread,bakery.bread,0.5,,265.0,WEIGHT,NO_BRAND
