supplier_item_id,supplier_id,name_raw,name_norm,super_class_db,super_class_runtime,sc_confidence,brand_id_db,brand_from_text,pack_db,pack_runtime,price,data_issues
dd9658ac-1a75-4fd4-a2e1-594ca988bdb6,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофель фри 9 мм сладкий батат Fry Me Premium (2,500кг) BAT9",картофель фри мм сладкий батат fry me premium bat9,vegetables.картофель,vegetables.картофель,0.74,,,2.5,2.5,1020.75,NO_BRAND
06b6f3b8-fdae-4f62-91d0-c03b87d78e87,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофель фри 6 мм с панировкой Fry Me Premium (2,500 кг) (S02)",картофель фри мм панировкой fry me premium s02,vegetables.картофель,vegetables.картофель,0.82,,,2.5,2.5,664.5,NO_BRAND
d073c029-7dff-46bc-8b39-98c7ba83a4fa,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофельные дипперы с панировкой Fry Me Special 2,500кг (D01)",картофельные дипперы панировкой fry me special d01,vegetables.картофель,vegetables.картофель,0.93,,,2.5,2.5,641.25,NO_BRAND
d27dfe36-9138-4462-b3c0-3b5f11f92d85,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофельные стрипсы с луком и черным перцем We Fry Special 2,500кг (FMB21)",картофельные стрипсы луком черным перцем we fry special fmb21,vegetables.картофель,vegetables.картофель,0.87,,,2.5,2.5,645.75,NO_BRAND
922f80db-4eea-4c5f-8f6e-4e6099ad4b5b,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофель фри 9 мм с панировкой Fry Me Эксперт (2,500 кг) (FMS9)",картофель фри мм панировкой fry me эксперт fms9,vegetables.картофель,vegetables.картофель,0.88,,,2.5,2.5,536.99,NO_BRAND
14ab92d7-1072-4a6f-91e9-b10be07a10b0,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофельные дольки с кожурой без специй Fry Me Премиум (2,500 кг) (W12)",картофельные дольки кожурой без специй fry me премиум w12,vegetables.картофель,condiments.spice,1.0,,,2.5,2.5,574.49,NO_BRAND
052eac22-85f5-489b-a8ce-54d885e1df40,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофельные дольки с кожурой Triumph/Триумф (2,500 кг) (TRW12)",картофельные дольки кожурой triumph триумф trw12,vegetables.картофель,vegetables.картофель,0.82,,,2.5,2.5,532.5,NO_BRAND
b45a1b3c-a984-49ae-8a0e-82f2a3319bc4,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофель фри 9 мм с панировкой We Fry Premium (2,500 кг) (S04)",картофель фри мм панировкой we fry premium s04,vegetables.картофель,vegetables.картофель,0.82,,,2.5,2.5,645.75,NO_BRAND
3baf627e-d054-4228-afdb-5879305eb78c,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофель фри 9 мм с панировкой/с кожурой Fry Me Premium (2,500 кг) (S24)",картофель фри мм панировкой кожурой fry me premium s24,vegetables.картофель,vegetables.картофель,0.83,,,2.5,2.5,682.5,NO_BRAND
a412aeb0-a78c-4e56-a275-fe90d54f7224,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Картофельные слайсы Fry Me Special 2,500кг (SL01)",картофельные слайсы fry me special sl01,vegetables.картофель,vegetables.картофель,0.86,,,2.5,2.5,457.5,NO_BRAND
397e04b3-85c9-4d4e-9452-d12f90254bde,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Грибы шампиньоны резанные б/з 10кг/упак Погребок,грибы шампиньоны резанные погребок,vegetables.mushrooms.champignon,vegetables.mushrooms,0.32,,,10.0,10.0,1375.0,NO_BRAND
98bf4278-14b8-4ba5-aad5-90275027a2b8,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Грибы шампиньоны резанные б/з 10кг/упак ГРПО Беларусь,грибы шампиньоны резанные грпо беларусь,vegetables.mushrooms.champignon,,0.17,,,10.0,10.0,1277.5,NO_BRAND
53f8ad6e-e114-45fb-ade9-5eab8ee8749d,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Грибы Опята намеко б/з 10кг/упак Beijing Китай,грибы опята намеко beijing китай,vegetables.mushrooms,,0.2,,,10.0,10.0,3000.0,NO_BRAND
9d1ab5c7-ced7-4ec2-aa12-5a45924922ef,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Грибы Сморчки б/з целые 4кг/упак Петровил,грибы сморчки целые петровил,vegetables.mushrooms,,0.3,,,4.0,4.0,2900.0,NO_BRAND
95e3f07a-d7b6-4ee0-9069-89728efb0238,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Грибы шампиньоны резаные с/м 10 кг/упак Россия,грибы шампиньоны резаные россия,vegetables.mushrooms.champignon,,0.15,,,10.0,10.0,1257.75,NO_BRAND
6721b2dc-3e1a-4a01-9f49-e39dcd1699ef,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Грибы белые целые ""ARDO"" с/м (1,000 кг) упак. . Китай",грибы белые целые ardo китай,vegetables.mushrooms.white,,0.15,,,1.0,1.0,1764.69,NO_BRAND
9aa9c461-58e1-4bb7-bd66-f436f8e4d6ab,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Спаржа зеленая с/м Ardo (1,000 кг/1,015 кг) кор. .",спаржа зеленая ardo,other,staples.фасоль,0.43,,,1.015,1.0,699.26,SUPER_CLASS_OTHER|NO_BRAND
4d7665ce-09ef-4fe8-afc8-bda8d41bc713,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Морковь кружок рифленый-шайба 10кг/упак ФХ Новицких Беларусь,морковь кружок рифленый шайба фх новицких беларусь,vegetables.морковь,vegetables.морковь,0.33,,,10.0,10.0,712.5,NO_BRAND
9d2dbe72-5d95-42a0-adb6-34d738206b80,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Ревень б/з 10 кг/упак Ritune Китай,ревень ritune китай,other,,0.18,,,10.0,10.0,5875.0,SUPER_CLASS_OTHER|NO_BRAND
3df4c813-d13e-4fa8-931b-76e8475f7d9b,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Фасоль зеленая резанная 10кг/упак AGRO POWER Египет,фасоль зеленая резанная agro power египет,staples.фасоль,staples.фасоль,0.63,,,10.0,10.0,1187.5,NO_BRAND
039d3687-123b-4142-a490-25193da1799b,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Перец красный кубик б/з 10кг/упак OXALIK Узбекистан,перец красный кубик oxalik узбекистан,canned.перец.консервированный,condiments.spice,1.0,,,10.0,10.0,1812.5,NO_BRAND
60255fcc-095f-49b7-ac13-4822a4fff8a3,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Овощной букет (фасоль, горошек, морковь кубик) 10 кг",овощной букет фасоль горошек морковь кубик,staples.фасоль,staples.фасоль,0.33,,,10.0,10.0,1457.75,NO_BRAND
8256282a-b47e-479a-94c5-40d8947ed193,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,"Кукуруза в початках ""Часар"" (0,500 кг/505 кг - 2 початка) упак. .",кукуруза початках часар початка,canned.кукуруза.консервированная,canned.кукуруза.консервированная,0.69,,,0.5,0.5,159.08,NO_BRAND
2e975946-32b3-470f-acf5-b1ec3b0e7cbc,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Горошек зеленый б/з 14 кг/упак АгроХолод,горошек зеленый агрохолод,canned.горошек.зеленый,canned.горошек.зеленый,0.61,,,14.0,14.0,2275.0,NO_BRAND
0115a155-8b74-436c-8cb5-7d6da24d908c,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Перец красный (полоски) б/з 10кг/упак ФХ ОК СУВ Узбекистан,перец красный полоски фх ок сув узбекистан,canned.перец.консервированный,condiments.spice,1.0,,,10.0,10.0,1712.5,NO_BRAND
533c4da9-16b7-4ca8-958c-9c92e7a52dee,2204f0f3-4c5e-4992-a6fd-47f941f8e7ad,Капуста брюссельская б/з 10кг/упак Ritune,капуста брюссельская ritune,vegetables.капуста,vegetables.капуста,0.91,,,10.0,10.0,2887.5,NO_BRAND
